Generation, WorstFit, AvgFit, BestFit, BestFirDistribution, BestDeck
41, 76.0, 96.803055, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[ACSP022, EES008, EJP023, EPP017, LDG004, LMC025, LPR012, OCP002, SBB012, SEL001, SEL020, SEN020, SMA025, SME017, SNV017, SOD016, STE019, SZO005]"
42, 83.6, 97.46505, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[ACCU025, EES008, EJP021, LDG004, OCP002, ODE008, OEV002, SBB012, SEL020, SGM015, SMA025, SNB005, SNV017, SOD016, SSS014, SST006, STE019, SUM002]"
43, 81.8, 97.65105, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[ACAZ009, ACCU031, ACGD005, ACGD009, ACWS006, ERO029, LDG004, OCE009, OCP002, SAS020, SBB012, SEL020, SMA025, SMA029, SNV017, SOD016, STE019, SWA024]"
44, 76.20001, 97.40006, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[ACCU025, EES008, EJP021, EMM022, LDG004, OCP002, ODE008, SBB012, SEL020, SFO006, SGM015, SMA025, SNV017, SOD016, SSS014, STE019, SWA022, SZO002]"
45, 70.6, 97.02507, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[ACCU031, EES008, EJP012, LCA010, LDG004, LPR012, OCP002, ODE001, ORE006, PFF009, SBB012, SEL020, SGM015, SMA025, SNV017, SOD016, STE019, SUM002]"
46, 72.6, 96.96002, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[ACCU031, ACNO028, EES008, EJP012, LCA010, LDG004, LPR012, OCP002, ODE001, ORE006, PFF009, SBB012, SEL020, SMA025, SNV017, SOD016, STE019, SUM002]"
47, 73.0, 96.970055, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[EES008, EJP021, EMM022, LDG004, OCP002, ODE008, SBB012, SCO003, SEL020, SFO006, SMA025, SNV017, SOD006, SOD016, SSS014, STE019, STR027, SWA022]"
48, 63.0, 97.274055, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[EES008, LDG004, LMA014, LPR012, OCP002, SBB012, SDD011, SEL001, SEL020, SEN020, SGM025, SMA025, SME017, SNV017, SOD016, STE019, SWA024, SZO004]"
49, 84.2, 98.09503, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[ACCU025, EES008, EJP021, EMM022, ESY006, OCP002, ODE008, SBB012, SEL020, SEV004, SFN009, SMA025, SNV017, SOD016, SSS014, STE007, STE019, SZO002]"
50, 81.20001, 97.896034, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[ACGM007, EES008, EJP021, EMM022, LMC013, OCP002, ODE008, SBB012, SCO003, SEL020, SFO006, SMA025, SNV017, SOD006, SOD016, SSS014, STE019, STR027]"
51, 75.600006, 98.14609, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[EES008, EJP021, EMM022, LDG004, LPR020, ODE008, ODE011, PAN032, SBB012, SEL020, SFO006, SMA025, SNV017, SOD016, SSS014, STE019, STR027, SWA022]"
52, 71.799995, 98.35308, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[ACGM010, EES008, EHH014, EJP021, EMM022, LDG004, MYHI002, OCP002, ODE008, SBB012, SEL020, SFO006, SMA025, SNV017, SNV038, SOD016, STR027, SWA022]"
53, 87.600006, 98.44206, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[ACGM041, EES008, EJP021, EMM022, LCR003, LDG004, MYHI002, OCP002, SBB012, SEL020, SFO006, SMA025, SNV017, SNV038, SOD016, STE019, STR027, SWA022]"
